Published Odometry - x: -0.562082, y: 0, Linear Velocity: 0.00471629, Angular Velocity: -0.568698
Published Odometry - x: -0.247708, y: 2.02185, Linear Velocity: 0.220689, Angular Velocity: 0.0880677
Published Odometry - x: -0.451422, y: 1.66859, Linear Velocity: 0.229362, Angular Velocity: 0.0869737
Published Odometry - x: 0.436482, y: 1.61579, Linear Velocity: 0.238039, Angular Velocity: 0.0855494
Published Odometry - x: -0.255972, y: 1.65911, Linear Velocity: 0.246682, Angular Velocity: 0.0838674
Published Odometry - x: 0.576071, y: 1.57131, Linear Velocity: 0.255251, Angular Velocity: 0.0821113
Published Odometry - x: 0.918975, y: 1.50034, Linear Velocity: 0.263747, Angular Velocity: 0.08029
Published Odometry - x: 0.467334, y: 0.752404, Linear Velocity: 0.272169, Angular Velocity: 0.0784064
Published Odometry - x: 0.455231, y: 0.835594, Linear Velocity: 0.280517, Angular Velocity: 0.0764665
Published Odometry - x: 0.353044, y: 0.586436, Linear Velocity: 0.288791, Angular Velocity: 0.0744706
Published Odometry - x: -0.159663, y: 0.0312271, Linear Velocity: 0.296992, Angular Velocity: 0.0723904
Published Odometry - x: -0.755723, y: 0.380323, Linear Velocity: 0.305116, Angular Velocity: 0.0701687
Published Odometry - x: -1.51414, y: -0.230404, Linear Velocity: 0.31312, Angular Velocity: 0.0678038
Published Odometry - x: -2.09866, y: -0.625005, Linear Velocity: 0.320993, Angular Velocity: 0.0652713
Published Odometry - x: -1.68556, y: -1.00658, Linear Velocity: 0.328733, Angular Velocity: 0.0625269
Published Odometry - x: -1.75521, y: -0.778003, Linear Velocity: 0.336341, Angular Velocity: 0.0595696
Published Odometry - x: -1.88916, y: -0.710387, Linear Velocity: 0.343816, Angular Velocity: 0.0563653
Published Odometry - x: -1.53505, y: -1.08704, Linear Velocity: 0.351159, Angular Velocity: 0.0528584
Published Odometry - x: -1.69994, y: -1.63484, Linear Velocity: 0.35837, Angular Velocity: 0.049048
Published Odometry - x: -1.61566, y: -2.30989, Linear Velocity: 0.365439, Angular Velocity: 0.0449264
Published Odometry - x: -1.19591, y: -1.91041, Linear Velocity: 0.372336, Angular Velocity: 0.0404822
Published Odometry - x: -0.787549, y: -2.21942, Linear Velocity: 0.379058, Angular Velocity: 0.0357154
Published Odometry - x: -0.765799, y: -2.97098, Linear Velocity: 0.385605, Angular Velocity: 0.0306176
Published Odometry - x: -0.97089, y: -2.8474, Linear Velocity: 0.391978, Angular Velocity: 0.0251781
Published Odometry - x: -1.00362, y: -2.93662, Linear Velocity: 0.398176, Angular Velocity: 0.0193969
Published Odometry - x: -1.34149, y: -2.89254, Linear Velocity: 0.404199, Angular Velocity: 0.0132501
Published Odometry - x: -1.33432, y: -2.30418, Linear Velocity: 0.410048, Angular Velocity: 0.0067105
Published Odometry - x: -1.90961, y: -1.75268, Linear Velocity: 0.415709, Angular Velocity: -0.000221973
Published Odometry - x: -1.48278, y: -2.01527, Linear Velocity: 0.421171, Angular Velocity: -0.007554
Published Odometry - x: -1.46673, y: -2.52363, Linear Velocity: 0.426433, Angular Velocity: -0.0152923
Published Odometry - x: -1.69765, y: -2.69185, Linear Velocity: 0.431495, Angular Velocity: -0.023437
Published Odometry - x: -2.60313, y: -2.64494, Linear Velocity: 0.436357, Angular Velocity: -0.0319519
Published Odometry - x: -1.67244, y: -2.70504, Linear Velocity: 0.44102, Angular Velocity: -0.0408052
Published Odometry - x: -1.22624, y: -2.80797, Linear Velocity: 0.445483, Angular Velocity: -0.0499963
Published Odometry - x: -2.02868, y: -2.90849, Linear Velocity: 0.449745, Angular Velocity: -0.0594157
Published Odometry - x: -2.44933, y: -3.13369, Linear Velocity: 0.453802, Angular Velocity: -0.068977
Published Odometry - x: -3.39186, y: -3.081, Linear Velocity: 0.457651, Angular Velocity: -0.0786786
Published Odometry - x: -2.90474, y: -3.21878, Linear Velocity: 0.461292, Angular Velocity: -0.0883376
Published Odometry - x: -2.85691, y: -3.43556, Linear Velocity: 0.464726, Angular Velocity: -0.0978254
Published Odometry - x: -2.95321, y: -3.43816, Linear Velocity: 0.467952, Angular Velocity: -0.107139
Published Odometry - x: -2.97325, y: -3.54179, Linear Velocity: 0.47097, Angular Velocity: -0.115998
Published Odometry - x: -2.87664, y: -3.51629, Linear Velocity: 0.47378, Angular Velocity: -0.12423
Published Odometry - x: -2.83884, y: -3.10104, Linear Velocity: 0.476384, Angular Velocity: -0.131828
Published Odometry - x: -3.24892, y: -3.6202, Linear Velocity: 0.478789, Angular Velocity: -0.138464
Published Odometry - x: -2.41697, y: -3.32363, Linear Velocity: 0.480995, Angular Velocity: -0.143955
Published Odometry - x: -2.72782, y: -3.32324, Linear Velocity: 0.483001, Angular Velocity: -0.148294
Published Odometry - x: -1.83272, y: -3.31783, Linear Velocity: 0.484808, Angular Velocity: -0.151176
Published Odometry - x: -2.06272, y: -3.35861, Linear Velocity: 0.486416, Angular Velocity: -0.152451
Published Odometry - x: -1.38918, y: -3.7165, Linear Velocity: 0.487825, Angular Velocity: -0.15211
Published Odometry - x: -1.22675, y: -3.93771, Linear Velocity: 0.489035, Angular Velocity: -0.149946
Published Odometry - x: -1.76643, y: -3.72121, Linear Velocity: 0.490062, Angular Velocity: -0.145866
Published Odometry - x: -1.92347, y: -3.83675, Linear Velocity: 0.490922, Angular Velocity: -0.139868
Published Odometry - x: -1.94941, y: -3.90659, Linear Velocity: 0.491616, Angular Velocity: -0.131881
Published Odometry - x: -2.36198, y: -3.31989, Linear Velocity: 0.492144, Angular Velocity: -0.121877
Published Odometry - x: -2.80358, y: -3.34748, Linear Velocity: 0.492505, Angular Velocity: -0.109862
Published Odometry - x: -3.23862, y: -3.50453, Linear Velocity: 0.492701, Angular Velocity: -0.0959196
Published Odometry - x: -3.29496, y: -3.3455, Linear Velocity: 0.49273, Angular Velocity: -0.0800818
Published Odometry - x: -3.41147, y: -3.53867, Linear Velocity: 0.492596, Angular Velocity: -0.0623597
Published Odometry - x: -3.61266, y: -3.1039, Linear Velocity: 0.492348, Angular Velocity: -0.0429162
Published Odometry - x: -3.76447, y: -3.43394, Linear Velocity: 0.492, Angular Velocity: -0.0218038
Published Odometry - x: -3.46904, y: -2.91371, Linear Velocity: 0.491553, Angular Velocity: 0.000955166
Published Odometry - x: -3.73827, y: -2.56874, Linear Velocity: 0.491007, Angular Velocity: 0.0250983
Published Odometry - x: -3.4703, y: -2.78812, Linear Velocity: 0.490361, Angular Velocity: 0.05055
Published Odometry - x: -3.60403, y: -3.05779, Linear Velocity: 0.489617, Angular Velocity: 0.0772572
Published Odometry - x: -3.73852, y: -2.86809, Linear Velocity: 0.488773, Angular Velocity: 0.104691
Published Odometry - x: -3.91187, y: -3.67386, Linear Velocity: 0.48785, Angular Velocity: 0.132716
Published Odometry - x: -3.88999, y: -3.35426, Linear Velocity: 0.48692, Angular Velocity: 0.161222
Published Odometry - x: -3.86107, y: -3.78664, Linear Velocity: 0.485989, Angular Velocity: 0.189267
Published Odometry - x: -3.82585, y: -3.03708, Linear Velocity: 0.485056, Angular Velocity: 0.216635
Published Odometry - x: -4.34536, y: -2.68852, Linear Velocity: 0.484122, Angular Velocity: 0.243167
Published Odometry - x: -4.88547, y: -2.43793, Linear Velocity: 0.483186, Angular Velocity: 0.267681
Published Odometry - x: -4.63873, y: -3.0055, Linear Velocity: 0.482248, Angular Velocity: 0.289939
Published Odometry - x: -4.45674, y: -2.90737, Linear Velocity: 0.481309, Angular Velocity: 0.30977
Published Odometry - x: -4.87618, y: -3.10585, Linear Velocity: 0.480402, Angular Velocity: 0.326073
Published Odometry - x: -4.34596, y: -2.78821, Linear Velocity: 0.479561, Angular Velocity: 0.338652
Published Odometry - x: -4.33708, y: -3.15362, Linear Velocity: 0.478786, Angular Velocity: 0.347413
Published Odometry - x: -4.84138, y: -2.93367, Linear Velocity: 0.478077, Angular Velocity: 0.351832
Published Odometry - x: -4.82547, y: -2.77184, Linear Velocity: 0.477434, Angular Velocity: 0.351825
Published Odometry - x: -4.31458, y: -3.00922, Linear Velocity: 0.476857, Angular Velocity: 0.347442
Published Odometry - x: -4.52393, y: -3.81878, Linear Velocity: 0.476347, Angular Velocity: 0.338936
Published Odometry - x: -4.50058, y: -2.97365, Linear Velocity: 0.475904, Angular Velocity: 0.326341
Published Odometry - x: -4.56881, y: -2.15233, Linear Velocity: 0.47553, Angular Velocity: 0.309683
Published Odometry - x: -4.53582, y: -3.11428, Linear Velocity: 0.47524, Angular Velocity: 0.290418
Published Odometry - x: -4.78427, y: -2.55354, Linear Velocity: 0.475021, Angular Velocity: 0.268115
Published Odometry - x: -4.02146, y: -2.70314, Linear Velocity: 0.474879, Angular Velocity: 0.24326
Published Odometry - x: -4.12246, y: -2.89139, Linear Velocity: 0.474813, Angular Velocity: 0.217059
Published Odometry - x: -4.10931, y: -3.26153, Linear Velocity: 0.474822, Angular Velocity: 0.189637
Published Odometry - x: -3.74749, y: -3.31838, Linear Velocity: 0.474908, Angular Velocity: 0.161287
Published Odometry - x: -4.48656, y: -3.11301, Linear Velocity: 0.475062, Angular Velocity: 0.13305
Published Odometry - x: -4.32817, y: -2.57556, Linear Velocity: 0.475262, Angular Velocity: 0.105017
Published Odometry - x: -3.98609, y: -2.56426, Linear Velocity: 0.475505, Angular Velocity: 0.0774152
Published Odometry - x: -3.13084, y: -2.56002, Linear Velocity: 0.475791, Angular Velocity: 0.0509655
Published Odometry - x: -2.94614, y: -3.28877, Linear Velocity: 0.476121, Angular Velocity: 0.0257208
Published Odometry - x: -3.63997, y: -3.26422, Linear Velocity: 0.476495, Angular Velocity: 0.00182582
Published Odometry - x: -3.24017, y: -2.44114, Linear Velocity: 0.476912, Angular Velocity: -0.0203096
Published Odometry - x: -3.23442, y: -2.63723, Linear Velocity: 0.477372, Angular Velocity: -0.0406608
Published Odometry - x: -3.21633, y: -2.25908, Linear Velocity: 0.477863, Angular Velocity: -0.0591322
Published Odometry - x: -3.28652, y: -2.43959, Linear Velocity: 0.478369, Angular Velocity: -0.0754822
Published Odometry - x: -3.19926, y: -2.45453, Linear Velocity: 0.478891, Angular Velocity: -0.0896988
Published Odometry - x: -3.26564, y: -1.92495, Linear Velocity: 0.47943, Angular Velocity: -0.101724
Published Odometry - x: -2.81377, y: -1.86836, Linear Velocity: 0.479984, Angular Velocity: -0.111427
Published Odometry - x: -2.96274, y: -2.55266, Linear Velocity: 0.480554, Angular Velocity: -0.118803
Published Odometry - x: -3.1663, y: -2.87353, Linear Velocity: 0.481141, Angular Velocity: -0.123878
Published Odometry - x: -3.32865, y: -2.71283, Linear Velocity: 0.481742, Angular Velocity: -0.126711
Published Odometry - x: -3.3488, y: -2.25614, Linear Velocity: 0.482348, Angular Velocity: -0.127302
Published Odometry - x: -3.48535, y: -2.13834, Linear Velocity: 0.482954, Angular Velocity: -0.125792
Published Odometry - x: -3.45254, y: -2.84176, Linear Velocity: 0.483561, Angular Velocity: -0.122436
Published Odometry - x: -3.35998, y: -2.60309, Linear Velocity: 0.484169, Angular Velocity: -0.11724
Published Odometry - x: -3.6968, y: -2.47983, Linear Velocity: 0.484778, Angular Velocity: -0.110448
Published Odometry - x: -3.83256, y: -2.36378, Linear Velocity: 0.485387, Angular Velocity: -0.102461
Published Odometry - x: -4.46096, y: -2.09525, Linear Velocity: 0.485997, Angular Velocity: -0.0932845
Published Odometry - x: -4.43351, y: -2.05434, Linear Velocity: 0.486605, Angular Velocity: -0.0832374
Published Odometry - x: -4.36451, y: -1.46459, Linear Velocity: 0.487205, Angular Velocity: -0.0727848
Published Odometry - x: -3.97301, y: -0.863903, Linear Velocity: 0.487797, Angular Velocity: -0.0619306
Published Odometry - x: -4.06435, y: -0.961179, Linear Velocity: 0.48838, Angular Velocity: -0.0509979
Published Odometry - x: -3.69898, y: -0.595606, Linear Velocity: 0.488954, Angular Velocity: -0.0404041
Published Odometry - x: -3.31302, y: -0.615507, Linear Velocity: 0.48952, Angular Velocity: -0.0301511
Published Odometry - x: -3.12941, y: -0.886961, Linear Velocity: 0.490077, Angular Velocity: -0.0204931
Published Odometry - x: -3.07121, y: -0.256511, Linear Velocity: 0.490625, Angular Velocity: -0.0117213
Published Odometry - x: -3.28511, y: -0.482427, Linear Velocity: 0.491156, Angular Velocity: -0.00383629
Published Odometry - x: -3.14869, y: -0.787349, Linear Velocity: 0.491661, Angular Velocity: 0.00305363
Published Odometry - x: -2.50835, y: -0.564559, Linear Velocity: 0.49214, Angular Velocity: 0.00883882
Published Odometry - x: -2.33007, y: -0.656903, Linear Velocity: 0.492593, Angular Velocity: 0.0135193
Published Odometry - x: -2.15242, y: -1.59338, Linear Velocity: 0.49302, Angular Velocity: 0.0171417
Published Odometry - x: -2.12437, y: -0.802218, Linear Velocity: 0.49342, Angular Velocity: 0.0197476
Published Odometry - x: -1.42539, y: -1.25054, Linear Velocity: 0.493795, Angular Velocity: 0.0213375
Published Odometry - x: -1.47614, y: -0.649704, Linear Velocity: 0.494143, Angular Velocity: 0.0221003
Published Odometry - x: -1.3142, y: -1.35657, Linear Velocity: 0.494454, Angular Velocity: 0.0221847
Published Odometry - x: -0.941084, y: -1.23726, Linear Velocity: 0.494724, Angular Velocity: 0.0215928
Published Odometry - x: -0.284426, y: -1.29322, Linear Velocity: 0.494954, Angular Velocity: 0.0206052
Published Odometry - x: -0.327967, y: -1.58961, Linear Velocity: 0.495144, Angular Velocity: 0.0194183
Published Odometry - x: 0.137454, y: -1.50814, Linear Velocity: 0.495293, Angular Velocity: 0.0180337
Published Odometry - x: -0.259172, y: -1.5513, Linear Velocity: 0.495402, Angular Velocity: 0.0165646
Published Odometry - x: 0.171171, y: -1.41118, Linear Velocity: 0.49547, Angular Velocity: 0.0150817
Published Odometry - x: -0.0469049, y: -1.41391, Linear Velocity: 0.495497, Angular Velocity: 0.0135846
Published Odometry - x: 0.0753454, y: -1.58343, Linear Velocity: 0.495475, Angular Velocity: 0.0120409
Published Odometry - x: 0.358266, y: -1.32953, Linear Velocity: 0.495404, Angular Velocity: 0.0104329
Published Odometry - x: 0.106899, y: -1.73535, Linear Velocity: 0.495284, Angular Velocity: 0.00876104
Published Odometry - x: -0.454335, y: -1.73515, Linear Velocity: 0.495115, Angular Velocity: 0.00704856
Published Odometry - x: -0.501539, y: -1.22727, Linear Velocity: 0.494898, Angular Velocity: 0.00530698
Published Odometry - x: -0.482965, y: -0.991914, Linear Velocity: 0.494632, Angular Velocity: 0.00354458
Published Odometry - x: -0.57434, y: -1.53618, Linear Velocity: 0.494316, Angular Velocity: 0.00198455
Published Odometry - x: -0.327035, y: -2.13567, Linear Velocity: 0.493984, Angular Velocity: 0.000726904
Published Odometry - x: 0.285834, y: -2.3825, Linear Velocity: 0.493669, Angular Velocity: -0.000223651
Published Odometry - x: -0.448879, y: -2.25596, Linear Velocity: 0.49337, Angular Velocity: -0.000767331
Published Odometry - x: -0.63051, y: -1.9215, Linear Velocity: 0.493088, Angular Velocity: -0.000864068
Published Odometry - x: -0.432741, y: -1.87503, Linear Velocity: 0.492823, Angular Velocity: -0.000538573
Published Odometry - x: -0.382983, y: -1.83996, Linear Velocity: 0.492575, Angular Velocity: -0.000211638
Published Odometry - x: -0.712906, y: -1.89409, Linear Velocity: 0.492343, Angular Velocity: -3.46731e-05
Published Odometry - x: -0.161724, y: -2.02178, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: 0.325574, y: -2.09995, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.60824, y: -1.98662, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.880606, y: -1.96484, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.138922, y: -1.63731, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.747248, y: -1.43151, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.968895, y: -1.28352, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.3614, y: -2.02428, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.51225, y: -2.69079, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.00085, y: -2.6053, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.653739, y: -2.22777, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.33175, y: -2.24485, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.25712, y: -2.03327, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.851274, y: -1.87091, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.801445, y: -2.04635, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.5356, y: -1.96163, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.02108, y: -2.08682, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.848293, y: -1.54931, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.00449, y: -1.89465, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.619663, y: -1.90133, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.392093, y: -1.13822, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.712367, y: -1.18193, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.75406, y: -1.03902, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.875254, y: -0.721882, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.791045, y: -1.31997, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.513268, y: -1.62154, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.576594, y: -2.18958, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.929782, y: -2.12259, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.31629, y: -1.92355, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.61157, y: -1.93671, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.55149, y: -1.59362, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.28274, y: -0.932577, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -0.976097, y: -0.433269, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.33469, y: -0.413895, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.02768, y: -0.0425556, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -1.57784, y: 0.156248, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.0718, y: 0.249209, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.57376, y: 0.0718143, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.24946, y: 0.0560727, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.66242, y: -0.444559, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.02206, y: -0.751632, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.65571, y: -0.772801, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.47117, y: -0.541884, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.81074, y: -0.646116, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.11429, y: -1.10035, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.89009, y: -1.16645, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.05276, y: -1.21078, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.92158, y: -0.894304, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.9163, y: -0.296721, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.87375, y: -0.328237, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.75566, y: 0.466122, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.31215, y: 1.10144, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.48549, y: 0.95387, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.21077, y: 0.470679, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.89788, y: 0.192174, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.22144, y: -0.139924, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -2.71494, y: -0.545959, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.47424, y: -0.189026, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.84424, y: -0.162555, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.94143, y: 0.0712457, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.52266, y: 0.59254, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.50619, y: -0.18624, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.84446, y: -0.716288, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.98509, y: -0.0263688, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.71837, y: -0.866299, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.49564, y: -0.43849, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.6874, y: 0.493008, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.68742, y: -0.243947, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.51629, y: 0.451294, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.54094, y: 0.930464, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.8619, y: 0.513669, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.67501, y: 1.37909, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.73342, y: 0.839744, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.71258, y: 0.639547, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.73031, y: 1.52348, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.71495, y: 0.618012, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.52617, y: 1.26915, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.29734, y: 1.30376, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.35177, y: 1.92441, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.50325, y: 2.35366, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -3.87439, y: 2.23902, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.49681, y: 2.12197, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.6045, y: 1.81508, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.04928, y: 1.92035, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.93891, y: 1.86341, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -5.15751, y: 2.21536, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -5.04716, y: 1.34921, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -4.77219, y: 1.3877, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -5.50723, y: 1.77569, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -5.18413, y: 1.71747, Linear Velocity: 0, Angular Velocity: -1.51569e-30
Published Odometry - x: -5.42886, y: 2.40031, Linear Velocity: 0, Angular Velocity: -1.51569e-30
