Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0.344497, y: 0, Linear Velocity: 0.315764, Angular Velocity: 0
Published Odometry - x: 0.37926, y: 0, Linear Velocity: 0.34763, Angular Velocity: 0
Published Odometry - x: 0.417531, y: 0, Linear Velocity: 0.382712, Angular Velocity: 0
Published Odometry - x: 0.459665, y: 0, Linear Velocity: 0.421334, Angular Velocity: 0
Published Odometry - x: 0.50605, y: 0, Linear Velocity: 0.463854, Angular Velocity: 0
Published Odometry - x: 0.557116, y: 0, Linear Velocity: 0.510664, Angular Velocity: 0
Published Odometry - x: 0.613336, y: 0, Linear Velocity: 0.562199, Angular Velocity: 0
Published Odometry - x: 0.67523, y: 0, Linear Velocity: 0.618934, Angular Velocity: 0
Published Odometry - x: 0.743369, y: 0, Linear Velocity: 0.681395, Angular Velocity: 0
Published Odometry - x: 0.818385, y: 0, Linear Velocity: 0.750159, Angular Velocity: 0
Published Odometry - x: 0.900971, y: 0, Linear Velocity: 0.825862, Angular Velocity: 0
Published Odometry - x: 0.991892, y: 0, Linear Velocity: 0.909205, Angular Velocity: 0
Published Odometry - x: 1.09199, y: 0, Linear Velocity: 1.00096, Angular Velocity: 0
Published Odometry - x: 1.20218, y: 0, Linear Velocity: 1.10197, Angular Velocity: 0
Published Odometry - x: 1.3235, y: 0, Linear Velocity: 1.21318, Angular Velocity: 0
Published Odometry - x: 1.45706, y: 0, Linear Velocity: 1.33561, Angular Velocity: 0
Published Odometry - x: 1.6041, y: 0, Linear Velocity: 1.4704, Angular Velocity: 0
Published Odometry - x: 1.76598, y: 0, Linear Velocity: 1.61878, Angular Velocity: 0
Published Odometry - x: 1.9442, y: 0, Linear Velocity: 1.78215, Angular Velocity: 0
Published Odometry - x: 2.1404, y: 0, Linear Velocity: 1.96199, Angular Velocity: 0
Published Odometry - x: 2.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 23.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 23.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 23.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 23.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 23.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 24.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 24.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 24.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 24.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 24.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 25.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 25.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 25.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 25.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 25.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 26.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 26.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 26.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 26.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 26.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 27.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 27.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 27.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 27.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 27.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 28.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 28.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 28.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 28.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 28.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 29.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 29.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 29.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 29.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 29.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 30.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 30.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 30.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 30.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 30.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 31.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 31.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 31.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 31.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 31.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 32.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 32.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 32.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 32.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 32.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 33.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 33.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 33.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 33.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 33.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 34.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 34.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 34.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 34.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 34.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 35.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 35.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 35.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 35.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 35.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 36.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 36.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 36.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 36.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 36.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 37.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 37.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 37.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 37.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
