Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0.463012, y: -0.117761, yaw: -0.244949, Linear Velocity: -0.326279, Angular Velocity: 0.5
Published Odometry - x: 0.620872, y: -0.157221, yaw: -0.294949, Linear Velocity: 1.62716, Angular Velocity: -0.5
Published Odometry - x: 0.576307, y: -0.143682, yaw: -0.244949, Linear Velocity: -0.465755, Angular Velocity: 0.5
Published Odometry - x: 0.770337, y: -0.192183, yaw: -0.294949, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 0.66853, y: -0.161253, yaw: -0.244949, Linear Velocity: -1.06402, Angular Velocity: 0.5
Published Odometry - x: 0.86256, y: -0.209754, yaw: -0.294594, Linear Velocity: 2, Angular Velocity: -0.496455
Published Odometry - x: 0.783323, y: -0.185712, yaw: -0.244594, Linear Velocity: -0.828043, Angular Velocity: 0.5
Published Odometry - x: 0.97737, y: -0.234145, yaw: -0.294238, Linear Velocity: 2, Angular Velocity: -0.496435
Published Odometry - x: 0.931001, y: -0.220093, yaw: -0.244238, Linear Velocity: -0.484507, Angular Velocity: 0.5
Published Odometry - x: 1.12507, y: -0.268457, yaw: -0.291287, Linear Velocity: 2, Angular Velocity: -0.470496
Published Odometry - x: 1.06562, y: -0.250634, yaw: -0.241287, Linear Velocity: -0.620609, Angular Velocity: 0.5
Published Odometry - x: 1.25983, y: -0.298424, yaw: -0.285736, Linear Velocity: 2, Angular Velocity: -0.444487
Published Odometry - x: 1.22441, y: -0.288019, yaw: -0.235736, Linear Velocity: -0.36915, Angular Velocity: 0.5
Published Odometry - x: 1.41888, y: -0.334731, yaw: -0.281073, Linear Velocity: 2, Angular Velocity: -0.453373
Published Odometry - x: 1.41294, y: -0.333018, yaw: -0.231073, Linear Velocity: -0.0617545, Angular Velocity: 0.5
Published Odometry - x: 1.60763, y: -0.378822, yaw: -0.274878, Linear Velocity: 2, Angular Velocity: -0.438049
Published Odometry - x: 1.58392, y: -0.372138, yaw: -0.224878, Linear Velocity: -0.246283, Angular Velocity: 0.5
Published Odometry - x: 1.77889, y: -0.416735, yaw: -0.267021, Linear Velocity: 2, Angular Velocity: -0.42143
Published Odometry - x: 1.77522, y: -0.415731, yaw: -0.217021, Linear Velocity: -0.0380521, Angular Velocity: 0.5
Published Odometry - x: 1.97053, y: -0.458795, yaw: -0.260431, Linear Velocity: 2, Angular Velocity: -0.434098
Published Odometry - x: 1.99053, y: -0.464127, yaw: -0.210431, Linear Velocity: 0.207039, Angular Velocity: 0.5
Published Odometry - x: 2.18612, y: -0.505903, yaw: -0.252993, Linear Velocity: 2, Angular Velocity: -0.425615
Published Odometry - x: 2.18516, y: -0.505654, yaw: -0.202993, Linear Velocity: -0.00993481, Angular Velocity: 0.5
Published Odometry - x: 2.38105, y: -0.545974, yaw: -0.244683, Linear Velocity: 2, Angular Velocity: -0.416902
Published Odometry - x: 2.39428, y: -0.549277, yaw: -0.194683, Linear Velocity: 0.136336, Angular Velocity: 0.5
Published Odometry - x: 2.5905, y: -0.587968, yaw: -0.237951, Linear Velocity: 2, Angular Velocity: -0.43268
Published Odometry - x: 2.62449, y: -0.596213, yaw: -0.187951, Linear Velocity: 0.349786, Angular Velocity: 0.5
Published Odometry - x: 2.82097, y: -0.633582, yaw: -0.231195, Linear Velocity: 2, Angular Velocity: -0.432445
Published Odometry - x: 2.8326, y: -0.636319, yaw: -0.181195, Linear Velocity: 0.119446, Angular Velocity: 0.5
Published Odometry - x: 3.02932, y: -0.67236, yaw: -0.22461, Linear Velocity: 2, Angular Velocity: -0.434149
Published Odometry - x: 3.05704, y: -0.678693, yaw: -0.17461, Linear Velocity: 0.284303, Angular Velocity: 0.5
Published Odometry - x: 3.254, y: -0.713437, yaw: -0.21985, Linear Velocity: 2, Angular Velocity: -0.452403
Published Odometry - x: 3.3045, y: -0.724722, yaw: -0.16985, Linear Velocity: 0.517429, Angular Velocity: 0.5
Published Odometry - x: 3.50162, y: -0.758529, yaw: -0.216077, Linear Velocity: 2, Angular Velocity: -0.462269
Published Odometry - x: 3.52885, y: -0.764506, yaw: -0.166077, Linear Velocity: 0.278802, Angular Velocity: 0.5
Published Odometry - x: 3.7261, y: -0.797569, yaw: -0.213754, Linear Velocity: 2, Angular Velocity: -0.476771
Published Odometry - x: 3.76853, y: -0.806779, yaw: -0.163754, Linear Velocity: 0.434176, Angular Velocity: 0.5
Published Odometry - x: 3.96585, y: -0.839384, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.495556
Published Odometry - x: 4.02981, y: -0.853238, yaw: -0.16331, Linear Velocity: 0.654421, Angular Velocity: 0.5
Published Odometry - x: 4.22715, y: -0.885755, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.26711, y: -0.89441, yaw: -0.16331, Linear Velocity: 0.408847, Angular Velocity: 0.5
Published Odometry - x: 4.46445, y: -0.926927, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.51913, y: -0.938772, yaw: -0.16331, Linear Velocity: 0.559526, Angular Velocity: 0.5
Published Odometry - x: 4.71647, y: -0.971289, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.79227, y: -0.987707, yaw: -0.16331, Linear Velocity: 0.775536, Angular Velocity: 0.5
Published Odometry - x: 4.98961, y: -1.02022, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.04148, y: -1.03146, yaw: -0.16331, Linear Velocity: 0.530813, Angular Velocity: 0.5
Published Odometry - x: 5.23882, y: -1.06398, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.30439, y: -1.07818, yaw: -0.16331, Linear Velocity: 0.670876, Angular Velocity: 0.5
Published Odometry - x: 5.50173, y: -1.1107, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.54828, y: -1.12078, yaw: -0.16331, Linear Velocity: 0.476342, Angular Velocity: 0.5
Published Odometry - x: 5.74562, y: -1.1533, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.77243, y: -1.15911, yaw: -0.16331, Linear Velocity: 0.274322, Angular Velocity: 0.5
Published Odometry - x: 5.96977, y: -1.19162, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.97939, y: -1.1937, yaw: -0.16331, Linear Velocity: 0.0983662, Angular Velocity: 0.5
Published Odometry - x: 6.17672, y: -1.22622, yaw: -0.21331, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.17184, y: -1.22516, yaw: -0.16331, Linear Velocity: -0.0499589, Angular Velocity: 0.5
