Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 0.232202, y: 0, Linear Velocity: 0.212828, Angular Velocity: 0
Published Odometry - x: 0.255633, y: 0, Linear Velocity: 0.234306, Angular Velocity: 0
Published Odometry - x: 0.281428, y: 0, Linear Velocity: 0.257951, Angular Velocity: 0
Published Odometry - x: 0.309826, y: 0, Linear Velocity: 0.283983, Angular Velocity: 0
Published Odometry - x: 0.34109, y: 0, Linear Velocity: 0.312642, Angular Velocity: 0
Published Odometry - x: 0.375509, y: 0, Linear Velocity: 0.344192, Angular Velocity: 0
Published Odometry - x: 0.413402, y: 0, Linear Velocity: 0.378927, Angular Velocity: 0
Published Odometry - x: 0.455119, y: 0, Linear Velocity: 0.417167, Angular Velocity: 0
Published Odometry - x: 0.501045, y: 0, Linear Velocity: 0.459266, Angular Velocity: 0
Published Odometry - x: 0.551607, y: 0, Linear Velocity: 0.505614, Angular Velocity: 0
Published Odometry - x: 0.607271, y: 0, Linear Velocity: 0.556639, Angular Velocity: 0
Published Odometry - x: 0.668552, y: 0, Linear Velocity: 0.612813, Angular Velocity: 0
Published Odometry - x: 0.736018, y: 0, Linear Velocity: 0.674656, Angular Velocity: 0
Published Odometry - x: 0.810292, y: 0, Linear Velocity: 0.74274, Angular Velocity: 0
Published Odometry - x: 0.892061, y: 0, Linear Velocity: 0.817695, Angular Velocity: 0
Published Odometry - x: 0.982082, y: 0, Linear Velocity: 0.900214, Angular Velocity: 0
Published Odometry - x: 1.08119, y: 0, Linear Velocity: 0.99106, Angular Velocity: 0
Published Odometry - x: 1.1903, y: 0, Linear Velocity: 1.09107, Angular Velocity: 0
Published Odometry - x: 1.31041, y: 0, Linear Velocity: 1.20118, Angular Velocity: 0
Published Odometry - x: 1.44265, y: 0, Linear Velocity: 1.3224, Angular Velocity: 0
Published Odometry - x: 1.58824, y: 0, Linear Velocity: 1.45585, Angular Velocity: 0
Published Odometry - x: 1.74852, y: 0, Linear Velocity: 1.60277, Angular Velocity: 0
Published Odometry - x: 1.92497, y: 0, Linear Velocity: 1.76452, Angular Velocity: 0
Published Odometry - x: 2.11923, y: 0, Linear Velocity: 1.94259, Angular Velocity: 0
Published Odometry - x: 2.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 2.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 3.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 4.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 5.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 6.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 7.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 8.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.11923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.31923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.51923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.71923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 9.91923, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 10.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 11.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 12.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 13.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 14.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 15.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 16.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 17.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 18.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 19.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 20.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 21.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.1192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.3192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.5192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.7192, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 22.9192, y: 0, Linear Velocity: 2, Angular Velocity: 0
