Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 1.71724, y: -0.4101, yaw: -0.222699, Linear Velocity: 0.0689502, Angular Velocity: 0.5
Published Odometry - x: 1.9123, y: -0.454273, yaw: -0.265654, Linear Velocity: 2, Angular Velocity: -0.429553
Published Odometry - x: 1.89962, y: -0.450822, yaw: -0.215654, Linear Velocity: -0.131416, Angular Velocity: 0.5
Published Odometry - x: 2.09498, y: -0.49362, yaw: -0.25734, Linear Velocity: 2, Angular Velocity: -0.416856
Published Odometry - x: 2.09934, y: -0.494768, yaw: -0.20734, Linear Velocity: 0.0451036, Angular Velocity: 0.5
Published Odometry - x: 2.29506, y: -0.535939, yaw: -0.250475, Linear Velocity: 2, Angular Velocity: -0.43135
Published Odometry - x: 2.3203, y: -0.542397, yaw: -0.200475, Linear Velocity: 0.260564, Angular Velocity: 0.5
Published Odometry - x: 2.5163, y: -0.582224, yaw: -0.243173, Linear Velocity: 2, Angular Velocity: -0.426983
Published Odometry - x: 2.51991, y: -0.583121, yaw: -0.193173, Linear Velocity: 0.0372264, Angular Velocity: 0.5
Published Odometry - x: 2.71619, y: -0.621515, yaw: -0.235517, Linear Velocity: 2, Angular Velocity: -0.423445
Published Odometry - x: 2.73467, y: -0.62595, yaw: -0.185517, Linear Velocity: 0.190034, Angular Velocity: 0.5
Published Odometry - x: 2.93124, y: -0.662841, yaw: -0.229621, Linear Velocity: 2, Angular Velocity: -0.441035
Published Odometry - x: 2.97244, y: -0.672471, yaw: -0.179621, Linear Velocity: 0.423113, Angular Velocity: 0.5
Published Odometry - x: 3.16922, y: -0.708202, yaw: -0.224219, Linear Velocity: 2, Angular Velocity: -0.445979
Published Odometry - x: 3.18779, y: -0.712437, yaw: -0.174219, Linear Velocity: 0.190442, Angular Velocity: 0.5
Published Odometry - x: 3.38476, y: -0.747105, yaw: -0.219624, Linear Velocity: 2, Angular Velocity: -0.454052
Published Odometry - x: 3.41955, y: -0.754869, yaw: -0.169624, Linear Velocity: 0.356396, Angular Velocity: 0.5
Published Odometry - x: 3.61667, y: -0.788631, yaw: -0.216596, Linear Velocity: 2, Angular Velocity: -0.469721
Published Odometry - x: 3.66988, y: -0.800339, yaw: -0.166596, Linear Velocity: 0.544759, Angular Velocity: 0.5
Published Odometry - x: 3.86711, y: -0.833504, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.489014
Published Odometry - x: 3.94116, y: -0.849714, yaw: -0.165497, Linear Velocity: 0.758065, Angular Velocity: 0.5
Published Odometry - x: 4.13843, y: -0.882663, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.18742, y: -0.893386, yaw: -0.165497, Linear Velocity: 0.501493, Angular Velocity: 0.5
Published Odometry - x: 4.38469, y: -0.926335, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.44748, y: -0.940079, yaw: -0.165497, Linear Velocity: 0.642762, Angular Velocity: 0.5
Published Odometry - x: 4.64474, y: -0.973028, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.72783, y: -0.991215, yaw: -0.165497, Linear Velocity: 0.850541, Angular Velocity: 0.5
Published Odometry - x: 4.9251, y: -1.02416, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 4.98349, y: -1.03695, yaw: -0.165497, Linear Velocity: 0.597796, Angular Velocity: 0.5
Published Odometry - x: 5.18076, y: -1.0699, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.25224, y: -1.08554, yaw: -0.165497, Linear Velocity: 0.731734, Angular Velocity: 0.5
Published Odometry - x: 5.44951, y: -1.11849, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.50139, y: -1.12985, yaw: -0.165497, Linear Velocity: 0.531054, Angular Velocity: 0.5
Published Odometry - x: 5.69865, y: -1.1628, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.73026, y: -1.16971, yaw: -0.165497, Linear Velocity: 0.323523, Angular Velocity: 0.5
Published Odometry - x: 5.92753, y: -1.20266, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 5.94147, y: -1.20571, yaw: -0.165497, Linear Velocity: 0.142715, Angular Velocity: 0.5
Published Odometry - x: 6.13873, y: -1.23866, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.13777, y: -1.23845, yaw: -0.165497, Linear Velocity: -0.00986191, Angular Velocity: 0.5
Published Odometry - x: 6.33504, y: -1.2714, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.32177, y: -1.26849, yaw: -0.165497, Linear Velocity: -0.135865, Angular Velocity: 0.5
Published Odometry - x: 6.51903, y: -1.30144, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.49589, y: -1.29638, yaw: -0.165497, Linear Velocity: -0.236918, Angular Velocity: 0.5
Published Odometry - x: 6.69316, y: -1.32933, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.66244, y: -1.3226, yaw: -0.165497, Linear Velocity: -0.314384, Angular Velocity: 0.5
Published Odometry - x: 6.85971, y: -1.35555, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.82362, y: -1.34765, yaw: -0.165497, Linear Velocity: -0.369422, Angular Velocity: 0.5
Published Odometry - x: 7.02089, y: -1.3806, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 6.98153, y: -1.37198, yaw: -0.165497, Linear Velocity: -0.402944, Angular Velocity: 0.5
Published Odometry - x: 7.1788, y: -1.40493, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 7.13821, y: -1.39605, yaw: -0.165497, Linear Velocity: -0.415466, Angular Velocity: 0.5
Published Odometry - x: 7.33548, y: -1.429, yaw: -0.215497, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 7.29568, y: -1.42029, yaw: -0.165497, Linear Velocity: -0.407392, Angular Velocity: 0.5
Published Odometry - x: 7.49295, y: -1.45323, yaw: -0.214462, Linear Velocity: 2, Angular Velocity: -0.489645
Published Odometry - x: 7.45592, y: -1.44517, yaw: -0.164462, Linear Velocity: -0.379009, Angular Velocity: 0.5
Published Odometry - x: 7.65322, y: -1.47791, yaw: -0.207983, Linear Velocity: 2, Angular Velocity: -0.435214
Published Odometry - x: 7.62087, y: -1.47109, yaw: -0.157983, Linear Velocity: -0.330558, Angular Velocity: 0.5
Published Odometry - x: 7.81838, y: -1.50255, yaw: -0.195941, Linear Velocity: 2, Angular Velocity: -0.379578
Published Odometry - x: 7.79263, y: -1.49744, yaw: -0.145941, Linear Velocity: -0.262518, Angular Velocity: 0.5
Published Odometry - x: 7.99051, y: -1.52653, yaw: -0.179025, Linear Velocity: 2, Angular Velocity: -0.330843
Published Odometry - x: 7.97326, y: -1.5234, yaw: -0.129025, Linear Velocity: -0.175307, Angular Velocity: 0.5
Published Odometry - x: 8.17159, y: -1.54914, yaw: -0.158261, Linear Velocity: 2, Angular Velocity: -0.292355
Published Odometry - x: 8.16478, y: -1.54805, yaw: -0.108261, Linear Velocity: -0.0690405, Angular Velocity: 0.5
Published Odometry - x: 8.36361, y: -1.56966, yaw: -0.135058, Linear Velocity: 2, Angular Velocity: -0.267971
Published Odometry - x: 8.36922, y: -1.57042, yaw: -0.085058, Linear Velocity: 0.0566126, Angular Velocity: 0.5
Published Odometry - x: 8.56849, y: -1.58741, yaw: -0.111161, Linear Velocity: 2, Angular Velocity: -0.26103
Published Odometry - x: 8.58863, y: -1.58966, yaw: -0.061161, Linear Velocity: 0.202619, Angular Velocity: 0.5
Published Odometry - x: 8.78826, y: -1.60189, yaw: -0.0883994, Linear Velocity: 2, Angular Velocity: -0.272384
Published Odometry - x: 8.82514, y: -1.60516, yaw: -0.0383994, Linear Velocity: 0.370305, Angular Velocity: 0.5
Published Odometry - x: 9.02499, y: -1.61283, yaw: -0.0686064, Linear Velocity: 2, Angular Velocity: -0.30207
Published Odometry - x: 9.08101, y: -1.61668, yaw: -0.0186064, Linear Velocity: 0.561508, Angular Velocity: 0.5
Published Odometry - x: 9.28098, y: -1.6204, yaw: -0.0533307, Linear Velocity: 2, Angular Velocity: -0.347244
Published Odometry - x: 9.35873, y: -1.62455, yaw: -0.00333072, Linear Velocity: 0.778653, Angular Velocity: 0.5
Published Odometry - x: 9.55873, y: -1.62522, yaw: -0.0437317, Linear Velocity: 2, Angular Velocity: -0.404009
Published Odometry - x: 9.66111, y: -1.6297, yaw: 0.00626834, Linear Velocity: 1.02475, Angular Velocity: 0.5
Published Odometry - x: 9.8611, y: -1.62845, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.467258
Published Odometry - x: 9.99133, y: -1.63372, yaw: 0.00954259, Linear Velocity: 1.30334, Angular Velocity: 0.5
Published Odometry - x: 10.1913, y: -1.63181, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 10.353, y: -1.63836, yaw: 0.00954259, Linear Velocity: 1.61842, Angular Velocity: 0.5
Published Odometry - x: 10.553, y: -1.63645, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 10.7502, y: -1.64443, yaw: 0.00954259, Linear Velocity: 1.97388, Angular Velocity: 0.5
Published Odometry - x: 10.9502, y: -1.64252, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 11.1501, y: -1.65061, yaw: 0.00954259, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 11.3501, y: -1.6487, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 11.5499, y: -1.65679, yaw: 0.00954259, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 11.7499, y: -1.65488, yaw: -0.0404574, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 11.9497, y: -1.66297, yaw: 0.00920068, Linear Velocity: 2, Angular Velocity: 0.496581
Published Odometry - x: 12.1497, y: -1.66113, yaw: -0.0407993, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 12.3496, y: -1.66929, yaw: 0.00544832, Linear Velocity: 2, Angular Velocity: 0.462476
Published Odometry - x: 12.5496, y: -1.6682, yaw: -0.0445517, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 12.7494, y: -1.67711, yaw: -0.000819746, Linear Velocity: 2, Angular Velocity: 0.437319
Published Odometry - x: 12.9494, y: -1.67727, yaw: -0.0508197, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 13.1491, y: -1.68743, yaw: -0.0083413, Linear Velocity: 2, Angular Velocity: 0.424784
Published Odometry - x: 13.3491, y: -1.6891, yaw: -0.0583413, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 13.5487, y: -1.70076, yaw: -0.01595, Linear Velocity: 2, Angular Velocity: 0.423913
Published Odometry - x: 13.7487, y: -1.70395, yaw: -0.06595, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 13.9483, y: -1.71713, yaw: -0.0226426, Linear Velocity: 2, Angular Velocity: 0.433074
Published Odometry - x: 14.1482, y: -1.72166, yaw: -0.0726426, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 14.3477, y: -1.73618, yaw: -0.0276565, Linear Velocity: 2, Angular Velocity: 0.449861
Published Odometry - x: 14.5476, y: -1.74171, yaw: -0.0776565, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 14.747, y: -1.75722, yaw: -0.0304787, Linear Velocity: 2, Angular Velocity: 0.471778
Published Odometry - x: 14.9469, y: -1.76332, yaw: -0.0804787, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 15.1463, y: -1.7794, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.496331
Published Odometry - x: 15.3462, y: -1.78556, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 15.5455, y: -1.80171, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 15.7454, y: -1.80788, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 15.9448, y: -1.82403, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 16.1447, y: -1.8302, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 16.344, y: -1.84635, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 16.544, y: -1.85252, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 16.7433, y: -1.86867, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 16.9432, y: -1.87484, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 17.1425, y: -1.89099, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 17.3425, y: -1.89716, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 17.5418, y: -1.91331, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 17.7417, y: -1.91948, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 17.9411, y: -1.93563, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 18.141, y: -1.9418, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 18.3403, y: -1.95795, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 18.5402, y: -1.96412, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 18.7396, y: -1.98027, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 18.9395, y: -1.98644, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 19.1388, y: -2.00259, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 19.3387, y: -2.00876, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 19.5381, y: -2.02491, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 19.738, y: -2.03108, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 19.9373, y: -2.04723, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 20.1372, y: -2.0534, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 20.3366, y: -2.06955, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 20.5365, y: -2.07572, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 20.7358, y: -2.09187, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 20.9357, y: -2.09804, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 21.1351, y: -2.11419, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 21.335, y: -2.12036, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 21.5343, y: -2.13651, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 21.7342, y: -2.14268, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 21.9336, y: -2.15883, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 22.1335, y: -2.165, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 22.3328, y: -2.18115, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 22.5327, y: -2.18732, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 22.7321, y: -2.20347, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 22.932, y: -2.20964, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 23.1313, y: -2.22579, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 23.3312, y: -2.23196, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 23.5306, y: -2.24811, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 23.7305, y: -2.25428, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 23.9298, y: -2.27043, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 24.1297, y: -2.2766, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 24.3291, y: -2.29275, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 24.529, y: -2.29892, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 24.7283, y: -2.31507, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 24.9282, y: -2.32123, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 25.1276, y: -2.33739, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 25.3275, y: -2.34355, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 25.5268, y: -2.35971, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 25.7267, y: -2.36587, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 25.9261, y: -2.38203, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 26.126, y: -2.38819, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 26.3253, y: -2.40435, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 26.5252, y: -2.41051, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 26.7246, y: -2.42667, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 26.9245, y: -2.43283, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 27.1238, y: -2.44898, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 27.3237, y: -2.45515, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 27.5231, y: -2.4713, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 27.723, y: -2.47747, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 27.9223, y: -2.49362, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 28.1222, y: -2.49979, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 28.3216, y: -2.51594, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 28.5215, y: -2.52211, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 28.7208, y: -2.53826, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 28.9208, y: -2.54443, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 29.1201, y: -2.56058, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 29.32, y: -2.56675, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 29.5193, y: -2.5829, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 29.7193, y: -2.58907, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 29.9186, y: -2.60522, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 30.1185, y: -2.61139, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 30.3179, y: -2.62754, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 30.5178, y: -2.63371, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 30.7171, y: -2.64986, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 30.917, y: -2.65603, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 31.1164, y: -2.67218, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 31.3163, y: -2.67835, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
